#{"t_start": 1697827651.0065866, "env_id": "None"}
r,l,t,rendimiento,porfolio,comision
-0.12018326,100,1556.626151,0.8867579054603933,[-0.00995493  0.4334977   0.          0.          0.28742364  0.28903362],0.003099896056950092
-0.18418042,100,1556.626201,0.8317857131071315,[0.08048449 0.         0.17108116 0.24947824 0.25093532 0.24802078],0.001849999986588955
-0.17481428,100,1556.626275,0.8396129360579001,[0.3240445  0.         0.25959173 0.07980417 0.16879499 0.16776462],0.0021
-0.29953837,100,1556.626321,0.7411602030386305,[0.21998708 0.18004288 0.12069338 0.18016365 0.06011928 0.23899373],0.000979575791209936
-0.17782606,100,1556.626367,0.8370880343647139,[0.22266762 0.06023254 0.21776894 0.0599001  0.2171475  0.2222833 ],0.001249999986588955
-0.19219427,100,1563.994955,0.8251465594974161,[0.34112766 0.08064361 0.16652921 0.07993763 0.08093273 0.25082916],0.0021091326981782913
-0.28093955,100,1563.995077,0.7550739882477653,[0.22336762 0.10795324 0.16963157 0.16999306 0.21898781 0.1100667 ],0.0012604841962456706
-0.23702683,100,1563.995153,0.7889701177656498,[0.19 0.   0.36 0.27 0.09 0.09],0.00225
-0.09157775,100,1563.995203,0.9124903692185474,[0.22858961 0.07997007 0.23020507 0.08001202 0.2308206  0.15040262],0.0007515634831041098
-0.010177812,100,1563.995278,0.9898738084794384,"[-2.1592785e-16  1.6647068e-01  1.7874731e-01  2.5816986e-01
  3.1905553e-01  7.7556632e-02]",0.002179640475660563
-0.1961719,100,1563.995337,0.8218709188036519,[0.11971527 0.24882814 0.         0.19057766 0.19234012 0.24853879],0.0014058132708072663
-0.34602314,100,1563.995388,0.7074961419700867,[0.17 0.25 0.33 0.17 0.08 0.  ],0.0026972560212016107
0.0061713317,100,1563.995444,1.0061904252802858,[0.27989835 0.1408691  0.28978622 0.         0.         0.28944632],0.002150000001490116
-0.35219157,100,1566.956859,0.7031454260260496,[0.07 0.   0.29 0.21 0.29 0.14],0.002652606532722711
-0.1355022,100,1566.956984,0.8732772439735152,[0.         0.40297875 0.20103021 0.         0.         0.39599103],0.0035500000044703483
0.080915995,100,1566.957062,1.084279797763289,[0.20050785 0.20035358 0.1996277  0.19995101 0.19955985 0.        ],0.0015972853749990463
-0.23935257,100,1566.957115,0.7871373327407386,[0.22714537 0.20866716 0.06844708 0.13750085 0.14168958 0.21654993],0.0013460943028330802
-0.33565816,100,1566.957166,0.7148674969086634,[0.25547817 0.24343991 0.25101566 0.         0.19012167 0.05994459],0.001349403851479292
